5	gene	123973628	124005558	ENSMUSG00000000915
5	gene	135369953	135376805	ENSMUSG00000000916
15	gene	75657035	75678800	ENSMUSG00000000934
6	gene	52231197	52240854	ENSMUSG00000000938
6	gene	52189671	52191753	ENSMUSG00000000942
7	gene	59974149	60005064	ENSMUSG00000000948
14	gene	54431612	54445364	ENSMUSG00000000957
14	gene	54369442	54417780	ENSMUSG00000000958
14	gene	54360834	54369673	ENSMUSG00000000959
11	gene	83753696	83783754	ENSMUSG00000000976
11	gene	83647844	83649355	ENSMUSG00000000982
11	gene	83709015	83711348	ENSMUSG00000000983
9	gene	21029373	21030595	ENSMUSG00000001014
3	gene	90476126	90488379	ENSMUSG00000001016
3	gene	90498956	90509498	ENSMUSG00000001017
3	gene	90488026	90491033	ENSMUSG00000001018
3	gene	90603771	90606045	ENSMUSG00000001020
3	gene	90584659	90602702	ENSMUSG00000001021
3	gene	90608523	90611780	ENSMUSG00000001023
3	gene	90612882	90624181	ENSMUSG00000001025
11	gene	106318592	106353288	ENSMUSG00000001027
11	gene	106377656	106388075	ENSMUSG00000001029
11	gene	61488812	61494406	ENSMUSG00000001034
11	gene	61517249	61579687	ENSMUSG00000001036
11	gene	61505144	61512931	ENSMUSG00000001039
3	gene	129982759	130061553	ENSMUSG00000001052
11	gene	51643063	51650842	ENSMUSG00000001053
11	gene	51623671	51635896	ENSMUSG00000001054
11	gene	51619735	51623714	ENSMUSG00000001056
8	gene	123242356	123254348	ENSMUSG00000001062
8	gene	123254195	123269745	ENSMUSG00000001065
15	gene	99084086	99087817	ENSMUSG00000001076
5	gene	34633642	34637212	ENSMUSG00000001082
4	gene	136469761	136554780	ENSMUSG00000001089
11	gene	78397087	78422217	ENSMUSG00000001095
5	gene	114363567	114380508	ENSMUSG00000001098
11	gene	78512193	78522736	ENSMUSG00000001100
11	gene	78503447	78505081	ENSMUSG00000001103
11	gene	78536361	78541737	ENSMUSG00000001105
10	gene	76708792	76726168	ENSMUSG00000001119
10	gene	76761857	76961887	ENSMUSG00000001120
11	gene	78962974	78984946	ENSMUSG00000001123
X	gene	20797814	20860519	ENSMUSG00000001127
X	gene	20925454	20931555	ENSMUSG00000001128
X	gene	20870166	20874735	ENSMUSG00000001131
X	gene	20941722	20962017	ENSMUSG00000001134
1	gene	36511867	36528237	ENSMUSG00000001138
1	gene	36419871	36445271	ENSMUSG00000001143
10	gene	76468927	76515857	ENSMUSG00000001150
10	gene	76351263	76442786	ENSMUSG00000001151
10	gene	76575648	76590338	ENSMUSG00000001155
6	gene	86647042	86669161	ENSMUSG00000001156
6	gene	86691768	86733383	ENSMUSG00000001157
6	gene	86675151	86684522	ENSMUSG00000001158
5	gene	120800194	120812514	ENSMUSG00000001166
5	gene	120861421	120873506	ENSMUSG00000001168
X	gene	47912387	47965868	ENSMUSG00000001173
12	gene	100199435	100209814	ENSMUSG00000001175
10	gene	78269178	78352489	ENSMUSG00000001211
12	gene	31390871	31473917	ENSMUSG00000001225
17	gene	56123085	56140343	ENSMUSG00000001227
17	gene	56303321	56323486	ENSMUSG00000001228
17	gene	56186807	56218905	ENSMUSG00000001229
11	gene	101246028	101259546	ENSMUSG00000001240
7	gene	30957770	30973464	ENSMUSG00000001247
7	gene	31130127	31155896	ENSMUSG00000001248
7	gene	31098725	31115290	ENSMUSG00000001249
5	gene	70751047	70842617	ENSMUSG00000001260
12	gene	111669361	111672338	ENSMUSG00000001270
15	gene	102406143	102436404	ENSMUSG00000001280
15	gene	102215995	102231944	ENSMUSG00000001281
15	gene	102331709	102338139	ENSMUSG00000001285
15	gene	102234938	102257517	ENSMUSG00000001288
15	gene	102326116	102331873	ENSMUSG00000001289
8	gene	8617434	8661242	ENSMUSG00000001300
1	gene	186720978	186749358	ENSMUSG00000001305
11	gene	101464999	101471853	ENSMUSG00000001313
11	gene	74906359	74925948	ENSMUSG00000001323
4	gene	129287617	129308559	ENSMUSG00000001333
4	gene	129136999	129144593	ENSMUSG00000001334
9	gene	22126727	22135711	ENSMUSG00000001348
9	gene	22099216	22109630	ENSMUSG00000001349
9	gene	78081499	78109065	ENSMUSG00000001366
6	gene	3498382	3603531	ENSMUSG00000001376
18	gene	36766528	36783205	ENSMUSG00000001380
18	gene	36793876	36799666	ENSMUSG00000001383
2	gene	164769898	164778822	ENSMUSG00000001403
3	gene	88336260	88362338	ENSMUSG00000001415
3	gene	88297116	88321767	ENSMUSG00000001416
3	gene	88325023	88331313	ENSMUSG00000001418
3	gene	88142372	88172086	ENSMUSG00000001419
3	gene	88328655	88336148	ENSMUSG00000001420
6	gene	28475139	28935162	ENSMUSG00000001424
10	gene	77052178	77166548	ENSMUSG00000001435
10	gene	77032241	77061002	ENSMUSG00000001436
11	gene	97159714	97187881	ENSMUSG00000001440
11	gene	97205842	97280638	ENSMUSG00000001441
11	gene	97098071	97115331	ENSMUSG00000001444
11	gene	97041560	97049213	ENSMUSG00000001445
5	gene	4081145	4104746	ENSMUSG00000001467
8	gene	123373753	123403835	ENSMUSG00000001472
18	gene	67390717	67402749	ENSMUSG00000001473
8	gene	123423527	123463270	ENSMUSG00000001482
11	gene	101877510	101894374	ENSMUSG00000001493
11	gene	101962458	101967015	ENSMUSG00000001494
12	gene	56531958	56536908	ENSMUSG00000001496
12	gene	56691767	56712822	ENSMUSG00000001497
13	gene	72628820	72634198	ENSMUSG00000001504
11	gene	94936224	94953042	ENSMUSG00000001506
11	gene	95044474	95076801	ENSMUSG00000001507
11	gene	94962791	94976327	ENSMUSG00000001508
11	gene	95120119	95125296	ENSMUSG00000001510
6	gene	128362967	128376146	ENSMUSG00000001517
6	gene	128409444	128424931	ENSMUSG00000001518
6	gene	128399296	128416427	ENSMUSG00000001520
6	gene	128321161	128355851	ENSMUSG00000001521
17	gene	35667730	35673739	ENSMUSG00000001524
17	gene	35833921	35838306	ENSMUSG00000001525
13	gene	75706757	75772364	ENSMUSG00000001542
11	gene	100368958	100397763	ENSMUSG00000001552
11	gene	100415697	100424824	ENSMUSG00000001555
11	gene	100441917	100457022	ENSMUSG00000001558
5	gene	29473034	29478470	ENSMUSG00000001566
5	gene	29434664	29457843	ENSMUSG00000001569
17	gene	26561489	26656934	ENSMUSG00000001576
11	gene	69851005	69858730	ENSMUSG00000001583
11	gene	69881567	69895539	ENSMUSG00000001588
4	gene	136247729	136274898	ENSMUSG00000001604
5	gene	87925579	87932665	ENSMUSG00000001622
12	gene	40201567	40248504	ENSMUSG00000001627
6	gene	146724995	146778812	ENSMUSG00000001630
6	gene	113307137	113324860	ENSMUSG00000001632
6	gene	34302434	34317478	ENSMUSG00000001642
15	gene	102921103	102928814	ENSMUSG00000001655
15	gene	102954427	102957708	ENSMUSG00000001656
15	gene	102990607	102994111	ENSMUSG00000001657
15	gene	102998257	103011881	ENSMUSG00000001661
10	gene	75783813	75798584	ENSMUSG00000001663
10	gene	75774115	75781414	ENSMUSG00000001665
10	gene	75771230	75773414	ENSMUSG00000001666
8	gene	109990437	109999803	ENSMUSG00000001670
8	gene	109947914	109962203	ENSMUSG00000001672
1	gene	121553835	121567989	ENSMUSG00000001674
5	gene	148504635	148552789	ENSMUSG00000001687
18	gene	56400337	56503792	ENSMUSG00000001700
13	gene	38644207	38659058	ENSMUSG00000001707
12	gene	112653821	112674884	ENSMUSG00000001729
5	gene	136966616	136975858	ENSMUSG00000001739
7	gene	83642825	83745726	ENSMUSG00000001741
19	gene	3896050	3907133	ENSMUSG00000001750
11	gene	101070012	101077672	ENSMUSG00000001751
11	gene	101082565	101086619	ENSMUSG00000001755
6	gene	29735503	29761365	ENSMUSG00000001761
6	gene	29694222	29718559	ENSMUSG00000001763
2	gene	145917479	145935014	ENSMUSG00000001767
2	gene	145675215	145887616	ENSMUSG00000001768
7	gene	86718977	86775943	ENSMUSG00000001773
9	gene	18292125	18317442	ENSMUSG00000001774
10	gene	85938637	85957823	ENSMUSG00000001783
10	gene	85829494	85889096	ENSMUSG00000001785
10	gene	86021972	86051873	ENSMUSG00000001786
7	gene	30186936	30198811	ENSMUSG00000001794
7	gene	35200027	35215498	ENSMUSG00000001802
18	gene	20436175	20471821	ENSMUSG00000001804
2	gene	74652991	74659557	ENSMUSG00000001815
2	gene	74668310	74671599	ENSMUSG00000001819
2	gene	74675013	74677705	ENSMUSG00000001823
7	gene	101858331	101870788	ENSMUSG00000001827
7	gene	101663633	101795506	ENSMUSG00000001829
9	gene	25252439	25308571	ENSMUSG00000001833
5	gene	143316489	143329256	ENSMUSG00000001844
5	gene	143503634	143528036	ENSMUSG00000001847
2	gene	31974436	32053975	ENSMUSG00000001855
2	gene	31950139	31973442	ENSMUSG00000001864
3	gene	20215620	20242181	ENSMUSG00000001865
17	gene	75005568	75392512	ENSMUSG00000001870
11	gene	21321138	21371201	ENSMUSG00000001891
11	gene	106008124	106034549	ENSMUSG00000001901
8	gene	84686307	84699808	ENSMUSG00000001909
8	gene	84670479	84687902	ENSMUSG00000001910
8	gene	84699876	84800344	ENSMUSG00000001911
7	gene	16781340	16798274	ENSMUSG00000001918
X	gene	20658326	20683179	ENSMUSG00000001924
6	gene	125546774	125686679	ENSMUSG00000001930
9	gene	37555698	37649655	ENSMUSG00000001942
9	gene	37539255	37544205	ENSMUSG00000001943
9	gene	37528078	37538319	ENSMUSG00000001946
9	gene	37603290	37613722	ENSMUSG00000001948
X	gene	74313033	74320149	ENSMUSG00000001962
X	gene	74254687	74261548	ENSMUSG00000001964
11	gene	106066061	106073612	ENSMUSG00000001983
4	gene	125490700	125714173	ENSMUSG00000001985
X	gene	41400854	41678601	ENSMUSG00000001986
7	gene	16455721	16477728	ENSMUSG00000001988
8	gene	125418063	125569808	ENSMUSG00000001995
2	gene	127008717	127067909	ENSMUSG00000001998
2	gene	127070665	127097084	ENSMUSG00000001999
X	gene	73793359	73824969	ENSMUSG00000002006
X	gene	73774405	73778925	ENSMUSG00000002007
X	gene	73778963	73786897	ENSMUSG00000002010
X	gene	73655994	73660117	ENSMUSG00000002012
X	gene	73787028	73790830	ENSMUSG00000002014
X	gene	73686178	73716175	ENSMUSG00000002015
17	gene	75537086	75551946	ENSMUSG00000002017
12	gene	84783212	84876532	ENSMUSG00000002020
9	gene	44803355	44881296	ENSMUSG00000002028
9	gene	44767908	44793447	ENSMUSG00000002031
9	gene	44793769	44799307	ENSMUSG00000002032
9	gene	44969572	44980431	ENSMUSG00000002033
7	gene	19508395	19516145	ENSMUSG00000002043
11	gene	78206746	78245987	ENSMUSG00000002052
11	gene	78301529	78322457	ENSMUSG00000002055
11	gene	78357577	78386558	ENSMUSG00000002057
11	gene	78343482	78349164	ENSMUSG00000002058
11	gene	78188430	78192193	ENSMUSG00000002059
11	gene	78245746	78255496	ENSMUSG00000002064
7	gene	38097984	38107534	ENSMUSG00000002068
17	gene	31944769	32036349	ENSMUSG00000002076
7	gene	16308393	16318205	ENSMUSG00000002083
2	gene	91118144	91136516	ENSMUSG00000002100
2	gene	91054009	91066369	ENSMUSG00000002102
2	gene	91202885	91214098	ENSMUSG00000002103
2	gene	91035620	91045729	ENSMUSG00000002104
2	gene	91061791	91070417	ENSMUSG00000002105
2	gene	6539694	7509563	ENSMUSG00000002107
2	gene	91184061	91202834	ENSMUSG00000002108
2	gene	91211572	91236982	ENSMUSG00000002109
2	gene	91082390	91115756	ENSMUSG00000002111
11	gene	4160350	4182541	ENSMUSG00000002129
10	gene	127642986	127660957	ENSMUSG00000002147
8	gene	83389867	83428552	ENSMUSG00000002190
7	gene	44572380	44586862	ENSMUSG00000002204
7	gene	44748413	44777515	ENSMUSG00000002205
7	gene	24399619	24422778	ENSMUSG00000002210
5	gene	27740080	27791691	ENSMUSG00000002221
6	gene	71388634	71440637	ENSMUSG00000002222
3	gene	104794836	104818563	ENSMUSG00000002227
3	gene	104781056	104786018	ENSMUSG00000002228
3	gene	104788375	104794459	ENSMUSG00000002233
5	gene	87825686	87846387	ENSMUSG00000002240
17	gene	28331671	28350817	ENSMUSG00000002249
17	gene	28232700	28301474	ENSMUSG00000002250
17	gene	28207778	28228608	ENSMUSG00000002257
7	gene	6703892	6730431	ENSMUSG00000002265
7	gene	6671269	6696450	ENSMUSG00000002266
17	gene	25793221	25797136	ENSMUSG00000002274
17	gene	25579085	25662826	ENSMUSG00000002279
17	gene	25773776	25783332	ENSMUSG00000002280
17	gene	33773750	33781830	ENSMUSG00000002289
5	gene	8396973	8422716	ENSMUSG00000002297
17	gene	33909414	33915590	ENSMUSG00000002307
17	gene	33843091	33849774	ENSMUSG00000002308
14	gene	55625400	55635957	ENSMUSG00000002319
14	gene	55635965	55643806	ENSMUSG00000002320
14	gene	55618037	55625395	ENSMUSG00000002324
14	gene	55603571	55610030	ENSMUSG00000002325
14	gene	55671941	55679200	ENSMUSG00000002326
14	gene	55657879	55660508	ENSMUSG00000002329
14	gene	55739020	55745690	ENSMUSG00000002332
8	gene	70093085	70120873	ENSMUSG00000002341
8	gene	70172356	70183681	ENSMUSG00000002342
8	gene	70220172	70234466	ENSMUSG00000002343
8	gene	70139499	70147319	ENSMUSG00000002345
8	gene	70184340	70212305	ENSMUSG00000002346
17	gene	5841329	5931954	ENSMUSG00000002365
17	gene	56673294	56711764	ENSMUSG00000002372
17	gene	56717767	56722141	ENSMUSG00000002379
4	gene	123105165	123132099	ENSMUSG00000002384
8	gene	71374123	71381960	ENSMUSG00000002393
8	gene	71366848	71369732	ENSMUSG00000002395
8	gene	71371298	71379361	ENSMUSG00000002396
7	gene	28179469	28187294	ENSMUSG00000002409
6	gene	39603237	39725463	ENSMUSG00000002413
6	gene	39592574	39603382	ENSMUSG00000002416
3	gene	20057811	20118490	ENSMUSG00000002428
2	gene	181591868	181655660	ENSMUSG00000002455
2	gene	181688419	181693977	ENSMUSG00000002458
1	gene	4909576	5070285	ENSMUSG00000002459
18	gene	10642092	10706771	ENSMUSG00000002475
18	gene	10617775	10642079	ENSMUSG00000002477
5	gene	114707760	114722327	ENSMUSG00000002486
16	gene	89787111	90143769	ENSMUSG00000002489
17	gene	24595816	24632630	ENSMUSG00000002496
17	gene	24727820	24736143	ENSMUSG00000002500
17	gene	24639286	24650327	ENSMUSG00000002504
15	gene	76070182	76080924	ENSMUSG00000002524
2	gene	32287384	32307921	ENSMUSG00000002546
2	gene	32255002	32260159	ENSMUSG00000002550
12	gene	40059769	40134228	ENSMUSG00000002565
10	gene	128630843	128669358	ENSMUSG00000002578
11	gene	98437708	98438991	ENSMUSG00000002580
6	gene	5168090	5193946	ENSMUSG00000002588
7	gene	25757273	25788705	ENSMUSG00000002602
7	gene	25687002	25705077	ENSMUSG00000002603
7	gene	25711106	25719088	ENSMUSG00000002608
17	gene	23173869	23193252	ENSMUSG00000002617
17	gene	32321424	32350607	ENSMUSG00000002625
5	gene	28456815	28467256	ENSMUSG00000002633
7	gene	34184499	34196661	ENSMUSG00000002635
17	gene	57003405	57011288	ENSMUSG00000002658
17	gene	56990305	56996188	ENSMUSG00000002660
17	gene	56997339	56999322	ENSMUSG00000002661
17	gene	56999457	57000018	ENSMUSG00000002664
17	gene	57065905	57078514	ENSMUSG00000002668
12	gene	81573557	81595008	ENSMUSG00000002679
12	gene	50341231	50649098	ENSMUSG00000002688
11	gene	34046920	34092295	ENSMUSG00000002699
2	gene	166906040	166946389	ENSMUSG00000002718
2	gene	145902099	145916425	ENSMUSG00000002728
2	gene	76629898	76648015	ENSMUSG00000002731
2	gene	76663044	76673116	ENSMUSG00000002732
2	gene	76675281	76696828	ENSMUSG00000002733
11	gene	5955693	5967780	ENSMUSG00000002741
5	gene	135187264	135246129	ENSMUSG00000002748
17	gene	46711463	46725541	ENSMUSG00000002763
17	gene	46646229	46650139	ENSMUSG00000002767
17	gene	46678793	46683111	ENSMUSG00000002768
17	gene	46725664	46729168	ENSMUSG00000002769
7	gene	45831883	45878378	ENSMUSG00000002771
7	gene	45872772	45883732	ENSMUSG00000002778
7	gene	45896941	45917413	ENSMUSG00000002781
17	gene	32076083	32107350	ENSMUSG00000002791
6	gene	54982580	54992950	ENSMUSG00000002797
12	gene	112907819	112929776	ENSMUSG00000002799
12	gene	112976482	112978945	ENSMUSG00000002803
12	gene	112934291	112942124	ENSMUSG00000002804
13	gene	19591706	19619927	ENSMUSG00000002808
11	gene	60714123	60727263	ENSMUSG00000002812
11	gene	60740058	60777365	ENSMUSG00000002814
9	gene	21265293	21277772	ENSMUSG00000002820
9	gene	21411837	21420274	ENSMUSG00000002825
17	gene	56100591	56109803	ENSMUSG00000002831
17	gene	56079634	56100607	ENSMUSG00000002833
17	gene	56040439	56072289	ENSMUSG00000002835
16	gene	38444030	38452703	ENSMUSG00000002844
16	gene	38558698	38592162	ENSMUSG00000002845
16	gene	38498347	38522663	ENSMUSG00000002846
16	gene	38396117	38433145	ENSMUSG00000002847
6	gene	88883474	88898780	ENSMUSG00000002870
6	gene	88902251	88912238	ENSMUSG00000002871
1	gene	52457294	52500679	ENSMUSG00000002881
8	gene	83723251	83741326	ENSMUSG00000002885
6	gene	120463247	120487559	ENSMUSG00000002897
12	gene	31265234	31329644	ENSMUSG00000002900
8	gene	70842049	70863258	ENSMUSG00000002908
8	gene	70835129	70839720	ENSMUSG00000002910
6	gene	56017497	56032689	ENSMUSG00000002930
5	gene	17781690	17888801	ENSMUSG00000002944
8	gene	4238740	4247897	ENSMUSG00000002948
8	gene	4259731	4275913	ENSMUSG00000002949
7	gene	141562173	141633011	ENSMUSG00000002957
7	gene	44857139	44862992	ENSMUSG00000002963
7	gene	44876765	44892712	ENSMUSG00000002968
7	gene	19756131	19771016	ENSMUSG00000002980
7	gene	19631571	19665033	ENSMUSG00000002981
7	gene	19606217	19629438	ENSMUSG00000002983
7	gene	19701313	19715438	ENSMUSG00000002984
7	gene	19696109	19699188	ENSMUSG00000002985
7	gene	19671579	19677941	ENSMUSG00000002992
12	gene	31926254	31950535	ENSMUSG00000002996
12	gene	31958476	32061296	ENSMUSG00000002997
6	gene	134920401	134925513	ENSMUSG00000003031
4	gene	55527143	55532466	ENSMUSG00000003032
8	gene	72240018	72257385	ENSMUSG00000003033
8	gene	72161200	72183904	ENSMUSG00000003037
4	gene	133964738	133968650	ENSMUSG00000003038
8	gene	72219730	72224418	ENSMUSG00000003039
1	gene	135253575	135258568	ENSMUSG00000003051
19	gene	39269405	39330713	ENSMUSG00000003053
13	gene	19357676	19395795	ENSMUSG00000003062
10	gene	80115803	80130682	ENSMUSG00000003068
10	gene	80179482	80190010	ENSMUSG00000003070
10	gene	80138632	80145818	ENSMUSG00000003072
7	gene	17004640	17027924	ENSMUSG00000003099
11	gene	98203059	98278504	ENSMUSG00000003119
7	gene	25379527	25398710	ENSMUSG00000003123
9	gene	45962859	46012690	ENSMUSG00000003131
1	gene	39371492	39478755	ENSMUSG00000003134
1	gene	39534992	39546889	ENSMUSG00000003135
6	gene	122727809	122801640	ENSMUSG00000003153
6	gene	122819914	122845366	ENSMUSG00000003154
5	gene	8046078	8069379	ENSMUSG00000003161
16	gene	17839482	17898562	ENSMUSG00000003166
7	gene	44997648	45002848	ENSMUSG00000003184
7	gene	44991222	44998712	ENSMUSG00000003190
17	gene	55892093	55898928	ENSMUSG00000003198
17	gene	56005711	56016790	ENSMUSG00000003199
17	gene	56016750	56036635	ENSMUSG00000003200
17	gene	55952640	55957022	ENSMUSG00000003206
17	gene	55959099	55968285	ENSMUSG00000003208
10	gene	58446920	58494356	ENSMUSG00000003226
10	gene	58600789	58675654	ENSMUSG00000003227
19	gene	60889749	61095968	ENSMUSG00000003228
16	gene	20516982	20534010	ENSMUSG00000003233
16	gene	20548577	20561379	ENSMUSG00000003234
16	gene	20498817	20509323	ENSMUSG00000003235
7	gene	45806637	45814581	ENSMUSG00000003269
7	gene	45729983	45784669	ENSMUSG00000003271
7	gene	45699843	45704682	ENSMUSG00000003273
17	gene	69969073	70821413	ENSMUSG00000003279
4	gene	3900996	3938423	ENSMUSG00000003282
2	gene	153108468	153151441	ENSMUSG00000003283
9	gene	21002738	21008839	ENSMUSG00000003299
