target_id	ens_gene	ext_gene	qval	b	CE1A	CE1B	CE1C	CE2A	CE2B	CE2C	CE3A	CE3B	CE3C	Cluster name	Heatmap position	Trend	
ENSMUST00000226810.1	ENSMUSG00000051920	Rspo2	0.00128503975889	-0.919351268229529	10.210175883529	18.0797960449357	5.35334037573953	9.95619291257011	13.2380383607157	5.57377229636707	4.87961081221399	11.384361488054	6.43751916142778	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000039631.9	ENSMUSG00000035783	Acta2	0.001337990476751	-1.01220253263887	734.563070642302	1049.56280419609	491.747546169578	726.795935813848	1134.92485593523	553.153172082113	376.841975543271	1336.22663002376	311.028942293911	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000122827.1	ENSMUSG00000032332	Col12a1	0.001384262965659	-1.22236281758971	1.10730111282814	1.65600923244923	0.469437658388393	1.41818206586538	2.02521920735032	0.647793850717824	0.551715392578958	1.57966951593184	0.482010768474471	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000206947.1	ENSMUSG00000034192	Lsm3	0.001409688128913	-0.691185043650096	134.338516019381	189.776648011262	84.6628913905047	129.673013007895	185.853405988303	91.3037773501755	122.268099302819	174.778925288967	105.145328332336	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000036426.12	ENSMUSG00000033491	Prss35	0.001426768362095	1.50335824505403	3.42232039982882	23.5691866518557	12.5441713967092	4.30190933887312	17.6804702849829	15.2199183980754	5.68808828921538	17.7128989637198	5.46427149708075	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000159230.7	ENSMUSG00000040918	Slc19a2	0.001450561191043	-0.674815268103848	29.5532279257052	34.5140656290085	12.8693160347938	26.8111212929836	32.563063606424	11.2678037993253	17.373348196302	24.551536588703	13.4975967779535	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000238492.1	ENSMUSG00000031799	Tpm4	0.001476641738672	-0.717271151495734	528.591690144771	750.054996503645	278.863990653927	453.157139614648	657.890684739022	299.122918594993	305.558718354526	468.389423543555	356.812696803491	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000188142.6	ENSMUSG00000074305	Peak1	0.001579582839374	-0.723521197273622	12.374043867183	25.5337878918022	10.2807047832153	12.6654442379386	19.2764729399931	8.26099887000213	9.32675092325113	12.6505909294842	9.37989927554613	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000042498.13	ENSMUSG00000034088	Hdlbp	0.001663920829011	-5.53148857483527	1.85E-06	0.785563010121526	0	0.141816151414922	3.57592974511622	0	0.44531981427699	0.804166540040306	0	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000098359.3	ENSMUSG00000074059	Fbxw18	0.001674292532248	-2.32532902509054	0.864629528777414	1.68916738586289	0.041039728135522	0.55737105553033	1.68429031877001	0.084385197441312	0.209534560968124	0.524214510322494	0.254476116973107	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000113044.2	ENSMUSG00000032372	Plscr2	0.001684989314743	0.873287615106922	22.8623541769062	57.8453746212203	21.3412190093869	21.1892209640322	51.6869262655378	24.7836844261421	29.5092084324956	66.0940637295542	38.0846522999847	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000097271.3	ENSMUSG00000046879	Irgm1	0.001753079798354	-0.837347698498901	34.3718008431251	51.2722378982279	15.5405752038681	26.7843950430306	38.0658609887271	16.6914610626448	19.1532944907663	25.9095747419879	17.496288927044	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000040917.13	ENSMUSG00000036781	Rps27l	0.001757876718618	-0.592900108120505	1737.54713225648	2024.36330260578	1153.86458405002	1626.26703336523	2299.58381701766	1114.67557528486	1377.34360709557	1969.90080713254	1232.66289554117	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000051672.8	ENSMUSG00000046718	Bst2	0.001939236654206	-0.973583057982295	35.188019061399	70.2764039471507	21.9521334006549	38.179878513139	45.8907979163853	20.4895775420051	27.4405425139618	32.4371956914408	13.362423775743	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000090246.4	ENSMUSG00000050931	Sgms2	0.002086662915009	-0.82945370091554	2.89925771479657	6.24046532030849	1.95347774020229	2.66888282597343	4.96704947108353	2.07733151048028	2.56408904473741	4.0171922416791	2.84587371729344	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000230673.1	ENSMUSG00000116143	Sgms2	0.002086662915009	-0.82945370091554	2.89925771479657	6.24046532030849	1.95347774020229	2.66888282597343	4.96704947108353	2.07733151048028	2.56408904473741	4.0171922416791	2.84587371729344	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000111357.1	ENSMUSG00000038530	Rgs4	0.002185130048048	-1.80868983612621	5.63325316972945	16.9800912328423	1.3796634492018	5.25585530954077	15.6319319008655	3.58148879736524	1.87241082164845	6.40012990489775	1.66016830930193	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000122064.7	ENSMUSG00000054690	Emcn	0.002200530874639	-1.76521542339026	9.26067736144982	19.4570434101102	1.93915585562519	8.11963710437359	16.4094519518089	2.32516133995565	4.29526697917442	4.15714849262681	1.62166139106354	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000038382.4	ENSMUSG00000042686	Jph1	0.002462966463432	-1.07325352154172	1.27869662610374	2.47987974520671	0.620594012848079	1.05466404522311	2.14867719106281	0.611226722092956	0.78816078190892	1.11366291080249	0.689220746327513	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000199997.1	ENSMUSG00000028128	F3	0.002781433709967	0.915570113275849	80.6383725611578	163.40286247347	73.9320197736122	71.1909988563663	144.541052039098	92.1964409551234	40.9438917061228	157.118045721092	107.345722160757	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000160052.1	ENSMUSG00000090136	Gm10177	0.002884647634369	-0.585143114822218	633.826653368512	856.668551125234	466.001019895212	517.981799495344	829.311883294944	448.447055691137	556.723829258292	656.801297384206	389.847946788133	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000000193.5	ENSMUSG00000035385	Ccl2	0.003274188172898	-1.54693740560184	29.2410481038118	98.6972088880165	10.5608109694585	32.4751412723915	82.0181272668366	20.4483464831909	19.974007247228	27.2031408657761	10.4781236169665	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000118717.9	ENSMUSG00000033715	Akr1c14	0.003914312583178	1.38248065937441	2.16959957125625	11.1408392690916	3.44016428969514	1.9963429979799	8.89292503938266	2.93053715728942	2.63494979836954	7.10316072054415	9.17917972743791	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000102715.3	ENSMUSG00000027030	Stk39	0.003981064013334	-1.28469445887847	15.174150542337	30.0623664177921	5.42251777297312	14.0739301483096	18.0517696830473	5.02707502883863	5.84076418677212	10.8948863265066	5.11564905181482	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000027174.9	ENSMUSG00000026020	Nop58	0.003987980883893	-0.590231130790134	75.8443245345143	87.9355269920135	44.9644384001542	65.7329906475976	84.0972916326547	49.5477858413735	61.3257861461122	91.3009820021421	56.9004751415439	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000164108.7	ENSMUSG00000004364	Cul3	0.00401668010324	-0.597545601911253	47.4804607624725	63.4461124194308	31.0824344392276	46.3896355051726	60.163918517118	33.4000800878845	45.0738485084021	59.9364679155611	40.7517257280727	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000202308.3	ENSMUSG00000058013	Sept11	0.004046633315734	-0.834291907457893	16.3064671806136	27.8818236944563	8.1090057145073	19.4944039535924	21.8948209536221	8.3745526090251	11.4212177201522	18.5597498261493	15.0462735837345	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000047973.3	ENSMUSG00000034926	Dhcr24	0.004080228941025	-0.753451623896553	16.5729494480013	28.9421691344827	13.6127002225486	21.4324836514503	27.3575210120025	15.8181279878222	13.928015783731	20.9351461388184	8.96524437833891	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000028683.13	ENSMUSG00000027248	Pdia3	0.004235876906251	-0.580469555611008	408.884913735351	534.308327043617	247.702050896743	449.371213974129	494.297732907029	295.212768024107	269.219760376501	415.830340242966	292.943591207402	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000015796.8	ENSMUSG00000015652	Steap1	0.004325484561893	-1.00520609997758	7.92714525714798	11.7628188110067	5.07796610840859	6.5974257278513	13.8137714145118	5.09823153734608	3.57958040064598	9.16270729153767	3.04904594454038	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000110731.3	ENSMUSG00000079111	Kdelr2	0.004340477306483	-0.551307508953022	254.469125663844	292.230150936317	159.995384819718	267.097247065974	281.633475349743	193.434147466542	186.588043383027	258.51480520724	145.318546590428	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000027991.11	ENSMUSG00000038530	Rgs4	0.004454363776824	-1.7263138796189	4.73212296402981	21.625029026445	2.38434805558704	6.222137773506	13.2490053078665	2.4791180425836	1.39825122906922	6.87365372822952	2.07228162564526	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000232968.1	ENSMUSG00000042256	Ptchd4	0.004488062153224	1.19893516162259	0.932182733170276	4.1336453323393	1.89464793482165	0.77525802836649	3.4621827974054	1.42121610369865	1.06890742229567	1.92296452904106	2.26157590310307	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000038816.12	ENSMUSG00000034855	Cxcl10	0.004594006760059	-0.961980861185186	5.42866741618544	13.3790529187381	6.7082555434995	7.11862879611286	16.8904490383077	7.37990471586835	6.48992637932396	13.5254803945531	3.71404182990568	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000034590.3	ENSMUSG00000032085	Tagln	0.00470987693376	-1.2517049199427	354.452992954089	563.496031167496	261.843184651924	441.142901441943	795.8604360037	333.642583070003	252.22193366212	833.648609041901	110.276911754544	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000106321.8	ENSMUSG00000060288	Ppih	0.004732764311909	-0.941550483510805	8.79437429781278	12.0497638975566	4.642844534057	6.35179740525602	12.1388511072705	5.79745565036938	7.55932460440696	12.8533637444609	4.50057332962564	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000032372.6	ENSMUSG00000030245	Golt1b	0.004772538342231	-0.566325863694518	56.8518883242753	72.035231611248	36.2934752666776	53.1632370594036	64.8658444810849	41.8648202402838	43.0989892906318	64.1604060666282	40.153129428265	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000148960.7	ENSMUSG00000024048	Myl12a	0.005045572714971	-0.631873459684763	31.2354074607026	38.2297268064555	21.8264268111647	37.7973995290615	38.8806990351944	24.2472995022987	23.2883245574651	53.4063232630961	24.9121150026591	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000096744.7	ENSMUSG00000068566	Myadm	0.005576319092232	-0.647097498232617	58.3865444173317	100.559079762976	40.0256203403128	59.2896721978731	84.7675658271489	43.9097820519463	37.2093398383366	58.4304686589414	45.2603842366535	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000203566.2	ENSMUSG00000068566	Myadm	0.005629068645809	-0.851896063901393	4.62074519167173	6.588744672658	2.2525399538964	5.16914623027736	5.78071506389425	1.80406554205887	2.83374506688621	4.16443422304882	3.37099505081043	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000039630.5	ENSMUSG00000035305	Ror1	0.005850615521209	-0.849175109863445	13.4894498169426	21.8835731093174	4.45065495283416	13.1508204380237	15.132848806349	4.84967996853247	9.22867719294143	9.31190287442116	6.36332606207901	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000043843.11	ENSMUSG00000038366	Lasp1	0.006328410940689	-0.549154257432519	55.0401969063278	78.4116215732995	35.7888072188826	58.3524063725636	63.2940392273521	38.3355672789588	44.2591011574386	44.3020591684692	34.427432618336	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000002551.4	ENSMUSG00000002477	Snrpd1	0.006361370894752	-0.553846622987163	195.449615070126	236.252922102532	153.214756715161	178.702723717224	237.967300771972	158.869308464083	214.199708906346	293.107668962933	138.162371914362	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000115027.7	ENSMUSG00000029761	Cald1	0.006474742010951	-1.15817192334668	3.02513890662048	3.3186916928395	2.31143429301387	3.6578906869653	5.30986038284962	1.00264511414307	1.85006709506485	3.92646262307094	1.02608879669742	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000004208.6	ENSMUSG00000004105	Angptl2	0.006509504271922	0.77025923935049	12.3674199548732	25.7139592307147	11.4268934507175	11.6344808362397	22.3379231429238	11.6536660728517	7.85858005756964	19.2009438917507	10.4756559639568	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000020576.7	ENSMUSG00000020326	Ccng1	0.006694842377025	-0.74820783991144	345.803916809151	371.10849801444	120.657393196172	328.150302834914	343.643724428435	122.420971540731	171.655426013206	248.360433429929	150.521013499955	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000069449.6	ENSMUSG00000055723	Rras2	0.006801480696053	-0.554291665433737	51.7130267958193	91.3032287051437	40.3465384162717	52.2988249252305	76.8161584097859	41.8405172272655	43.3743882279512	76.5769387991007	66.9142643955059	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000093113.4	ENSMUSG00000053399	Adamts18	0.006826197531591	-3.01768386272055	4.09931892454998	25.6992886677811	0.551822657957633	4.44044744873533	19.8265951732883	0.937988341359413	0.470530227965309	3.08689413838561	0.389875974325878	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000216139.1	ENSMUSG00000038587	Akap12	0.007382969269241	-0.694667760104271	54.0666135597805	97.3565849697684	39.9709232587094	55.1807624400558	82.4359476326742	34.722902413202	39.8966745915739	46.1813060895537	37.2230478497787	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000218087.1	ENSMUSG00000079685	Ulbp1	0.007800448427085	-1.50607594953493	1.08717932059963	1.62054456009977	0.140930833627287	0.866493597200371	1.24633091600555	0.144959040137783	0.304388741733929	0.50313923001487	0.154765530292845	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000230057.1	ENSMUSG00000115960	Ulbp1	0.007800448427085	-1.50607594953493	1.08717932059963	1.62054456009977	0.140930833627287	0.866493597200371	1.24633091600555	0.144959040137783	0.304388741733929	0.50313923001487	0.154765530292845	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000121200.8	ENSMUSG00000058056	Palld	0.007887988042707	-0.524125562613445	91.6674586582149	115.997297519417	66.0963029854263	91.3895624315673	110.743912498425	68.8687919012625	91.846971365585	116.756854223682	76.4309694821122	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000074077.11	ENSMUSG00000021835	Bmp4	0.008150124828917	-0.823427338452649	27.8492447867659	42.1274751530778	18.1815092415244	21.2877539397247	32.8668681739729	21.7582560309575	22.1906749497229	73.72770151832	24.1500360601445	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000142675.7	ENSMUSG00000029718	Pcolce	0.008152923033359	-1.88990589696195	0.687774362520679	2.96057168510604	0.972385040659391	1.01104119203699	4.74209933799692	0.517338111953865	1.17377531672553	2.0559892061818	0.159471926572769	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000201421.3	ENSMUSG00000058013	Sept11	0.008177246713367	-0.693275844421681	15.1317930258885	19.1697752365738	8.75067390394713	15.8619687510957	17.603517169101	8.82997635379278	9.8758313964161	13.991396500865	8.46634850681233	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000077221.5	ENSMUSG00000020354	Sgcd	0.008193185371375	-1.00493897304207	3.34063900446754	5.11111667153631	2.03657786595184	3.214831956873	4.84849923573014	2.23850633521835	1.83309205623745	4.3146451028593	1.2448799732769	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000031447.11	ENSMUSG00000029484	Anxa3	0.008347769465929	0.896719332208414	225.867382520563	492.969940656385	95.1663074824267	184.360216333844	471.413497271246	99.213604187312	121.391754124541	317.366518352244	70.4715911341811	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000106648.7	ENSMUSG00000038244	Mical2	0.008739978673538	-0.96372438400471	2.08104621061274	2.70585052046467	0.870000319569127	1.86174016531283	2.8335918509099	0.599141647544245	1.24162106594794	1.23351725463977	1.11126129704398	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000171384.7	ENSMUSG00000027800	Tm4sf1	0.008950152455482	-1.34321148999099	24.8642031066488	36.5972745456466	5.5893571788383	24.5156701789477	34.7873767891751	6.5763182177015	8.81964670766218	19.7761923754488	13.5244323773738	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000189634.6	ENSMUSG00000046203	Sprr2g	0.009683542315414	4.17125663540046	0.01155152612561	5.34297453950951	0.031115826711654	0.0853071344763	14.2031142412195	0.493168876008501	0.967707485138908	30.3688670738163	0.017318530074656	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000023334.14	ENSMUSG00000022656	Nectin3	0.009974697875241	-0.546895737910922	30.8044098468241	46.8973854600621	22.7803087835414	30.7870503356249	41.5831429119298	24.5086598148945	35.8697358897933	48.6712950834054	36.7067036213033	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000031822.12	ENSMUSG00000029802	Abcg2	0.010220339434873	-0.761922697366322	3.17422785535085	4.8114772726427	1.74470764471305	4.07427565622726	4.60762142688481	1.60478265562155	2.81328798037905	2.69239689910594	2.42003541115113	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000021554.15	ENSMUSG00000015143	Actn1	0.010349220726603	-0.517584854022283	52.9776406457213	70.5452709695334	42.6102988870997	49.247578767268	70.5033883792209	39.6722296670259	44.2947098143192	77.5915596051223	53.9457500244832	Cluster 1	1	"Peak at D2	 down at D6"	
ENSMUST00000119475.5	ENSMUSG00000054690	Emcn	0.010631330326023	-1.6144540592178	87.7861685621904	198.840713746656	17.2157467522318	77.1045378971249	150.754366544464	22.0294974448208	43.2061967372575	37.3713248163303	25.4704481166337	Cluster 1	1	"Peak at D2	 down at D6"	
