Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
5,143475302,143475803,chr5-143475302-143475803,Stable,Closing,Closing,23,Kdelr2,-71464,,,,,,
9,30732844,30733345,chr9-30732844-30733345,Stable,Closing,Closing,23,Adamts8,209217,,,,,,
11,46201832,46202333,chr11-46201832-46202333,Stable,Closing,Closing,23,Adam19,-145840,,,,,,
9,123137183,123137684,chr9-123137183-123137684,Stable,Closing,Closing,23,Kif15,-186137,,,,,,
19,11466491,11466992,chr19-11466491-11466992,Stable,Closing,Closing,23,Ms4a4d,69809,,,,,,
1,17153781,17154282,chr1-17153781-17154282,Stable,Closing,Closing,23,Jph1,-189221,,,,,,
6,58668583,58669084,chr6-58668583-58669084,Stable,Closing,Closing,23,Abcg2,-84060,,,,,,
3,126578241,126578742,chr3-126578241-126578742,Stable,Closing,Closing,23,Arsj,-214557,,,,,,
1,169526227,169526728,chr1-169526227-169526728,Stable,Closing,Closing,23,Rgs4,214749,,,,,,
10,122274901,122275402,chr10-122274901-122275402,Stable,Closing,Closing,23,Rxylt1,-196787,,,,,,
11,82139497,82139998,chr11-82139497-82139998,Stable,Closing,Closing,23,Ccl2,-103926,,,,,,
6,60824878,60825379,chr6-60824878-60825379,Stable,Closing,Closing,23,Snca,-93303,,,,,,
10,120652534,120653035,chr10-120652534-120653035,Stable,Closing,Closing,23,Msrb3,128061,,,,,,
1,59580263,59580764,chr1-59580263-59580764,Stable,Closing,Closing,23,Nop58,104207,,,,,,
17,78332438,78332939,chr17-78332438-78332939,Stable,Closing,Closing,23,Crim1,-132190,,,,,,
14,46258750,46259251,chr14-46258750-46259251,Stable,Closing,Closing,23,Bmp4,124269,,,,,,
9,46072309,46072810,chr9-46072309-46072810,Stable,Closing,Closing,23,Tagln,-142690,,,,,,
1,169685081,169685582,chr1-169685081-169685582,Stable,Closing,Closing,23,Rgs4,55895,,,,,,
10,4061439,4061940,chr10-4061439-4061940,Stable,Closing,Closing,23,Akap12,204440,,,,,,
9,109481736,109482237,chr9-109481736-109482237,Stable,Closing,Closing,23,Fbxw18,194497,,,,,,
8,113911307,113911808,chr8-113911307-113911808,Stable,Closing,Closing,23,Adamts18,-214181,,,,,,
12,101922317,101922818,chr12-101922317-101922818,Stable,Closing,Closing,23,Fbln5,-175752,,,,,,
7,112353117,112353618,chr7-112353117-112353618,Stable,Closing,Closing,23,Mical2,-127261,,,,,,
17,70745395,70745896,chr17-70745395-70745896,Stable,Closing,Closing,23,Myl12a,247760,,,,,,
8,25067033,25067534,chr8-25067033-25067534,Stable,Closing,Closing,23,Adam9,-117422,,,,,,
7,112462844,112463345,chr7-112462844-112463345,Stable,Closing,Closing,23,Mical2,-236988,,,,,,
11,40923929,40924430,chr11-40923929-40924430,Stable,Closing,Closing,23,Ccng1,-175377,,,,,,
7,114237038,114237539,chr7-114237038-114237539,Stable,Closing,Closing,23,Rras2,-190256,,,,,,
11,45830773,45831274,chr11-45830773-45831274,Stable,Closing,Closing,23,Adam19,224718,,,,,,
17,71153261,71153762,chr17-71153261-71153762,Stable,Closing,Closing,23,Myl12a,-159605,,,,,,
18,66147191,66147692,chr18-66147191-66147692,Stable,Closing,Closing,23,Lman1,-166453,,,,,,
9,30723119,30723620,chr9-30723119-30723620,Stable,Closing,Closing,23,Adamts8,218942,,,,,,
16,17011026,17011527,chr16-17011026-17011527,Stable,Closing,Closing,23,Sdf2l1,118611,,,Ube2l3,140486,,
8,113894302,113894803,chr8-113894302-113894803,Stable,Stable,Closing,26,Adamts18,-197176,,,,,,
1,164419185,164419844,chr1-164419185-164419844,Stable,Closing,Closing,23,Slc19a2,-170139,,,,,,
2,118102099,118102600,chr2-118102099-118102600,Stable,Closing,Closing,23,Thbs1,9276,,,,,,
1,164237944,164238445,chr1-164237944-164238445,Stable,Closing,Closing,23,Slc19a2,10601,,,,,,
1,164273643,164274144,chr1-164273643-164274144,Stable,Closing,Closing,23,Slc19a2,-24597,,,,,,
6,142188453,142188954,chr6-142188453-142188954,Stable,Closing,Closing,23,Golt1b,198267,,,,,,
15,20642881,20643382,chr15-20642881-20643382,Stable,Closing,Closing,23,Acot10,21832,,,,,,
14,20831092,20831593,chr14-20831092-20831593,Stable,Closing,Closing,23,Plau,5067,,,,,,
19,40238293,40238794,chr19-40238293-40238794,Stable,Closing,Closing,23,Pdlim1,-17120,,,,,,
5,75990178,75990679,chr5-75990178-75990679,Stable,Closing,Closing,23,Ube2n-ps1,241933,,,,,,
19,40358894,40359395,chr19-40358894-40359395,Stable,Closing,Closing,23,Pdlim1,-137721,,,,,,
18,67374926,67375427,chr18-67374926-67375427,Stable,Closing,Closing,23,Tubb6,15290,,,,,,
5,76045320,76045821,chr5-76045320-76045821,Stable,Closing,Closing,23,Ube2n-ps1,186791,,,,,,
1,45152644,45153145,chr1-45152644-45153145,Stable,Closing,Closing,23,Col5a2,221176,,,,,,
5,17719950,17720451,chr5-17719950-17720451,Stable,Closing,Closing,23,Sema3c,-145669,,,,,,
2,3367174,3367675,chr2-3367174-3367675,Stable,Closing,Closing,23,Fam107b,202813,,,,,,
6,42565963,42566464,chr6-42565963-42566464,Stable,Closing,Closing,23,Zyx,-216333,,,,,,
9,30791254,30791755,chr9-30791254-30791755,Stable,Closing,Closing,23,Adamts8,150807,,,,,,
13,32964059,32964560,chr13-32964059-32964560,Stable,Closing,Closing,23,Serpinb9b,62856,,,,,,
1,194908851,194909352,chr1-194908851-194909352,Stable,Closing,Closing,23,Cr1l,188030,,,,,,
10,84144084,84144585,chr10-84144084-84144585,Stable,Closing,Closing,23,Nuak1,226320,,,,,,
11,82011662,82012163,chr11-82011662-82012163,Stable,Closing,Closing,23,Ccl2,23408,,,,,,
5,8208010,8208511,chr5-8208010-8208511,Stable,Closing,Closing,23,Sri,-161932,,,,,,
12,73230143,73230644,chr12-73230143-73230644,Stable,Closing,Closing,23,Six4,-130534,,,,,,
19,47699716,47700217,chr19-47699716-47700217,Stable,Closing,Closing,23,Gsto1,154753,,,,,,
5,17689366,17690023,chr5-17689366-17690023,Stable,Closing,Closing,23,Sema3c,-115085,,,,,,
7,113903299,113903800,chr7-113903299-113903800,Stable,Closing,Closing,23,Rras2,142982,,,,,,
3,117938370,117938871,chr3-117938370-117938871,Stable,Closing,Closing,23,Snx7,-156723,,,,,,
16,57328958,57329459,chr16-57328958-57329459,Stable,Closing,Closing,23,Filip1l,23634,,,,,,
9,31118472,31118973,chr9-31118472-31118973,Stable,Closing,Closing,23,Adamts8,-175910,,,,,,
7,89182887,89184320,chr7-89182887-89184320,Stable,Closing,Closing,23,Fzd4,220035,,,,,,
17,71090803,71091304,chr17-71090803-71091304,Stable,Closing,Closing,23,Myl12a,-97147,,,,,,
5,5648784,5649285,chr5-5648784-5649285,Stable,Closing,Closing,23,Steap2,15544,,,Steap1,87032,,
7,89540888,89541389,chr7-89540888-89541389,Stable,Closing,Closing,23,Fzd4,-136533,,,,,,
7,89253372,89253873,chr7-89253372-89253873,Stable,Closing,Closing,23,Fzd4,150482,,,,,,
5,93121452,93121953,chr5-93121452-93121953,Stable,Closing,Closing,23,11-Sep,-28015,,,,,,
15,12054820,12055321,chr15-12054820-12055321,Stable,Closing,Closing,23,Npr3,-214924,,,,,,
1,45269313,45269814,chr1-45269313-45269814,Stable,Stable,Closing,26,Col5a2,104507,,,,,,
2,3415673,3416174,chr2-3415673-3416174,Stable,Closing,Closing,23,Fam107b,154314,,,,,,
2,151904133,151904634,chr2-151904133-151904634,Stable,Stable,Closing,26,Angpt4,6576,,,,,,
14,49073854,49074549,chr14-49073854-49074549,Stable,Closing,Closing,23,Exoc5,-69764,,,,,,
18,58113719,58114220,chr18-58113719-58114220,Stable,Closing,Closing,23,Fbn2,-105096,,,,,,
6,129609683,129610184,chr6-129609683-129610184,Stable,Closing,Closing,23,Olr1,-124439,,,,,,
10,4210424,4210925,chr10-4210424-4210925,Stable,Closing,Closing,23,Akap12,55455,,,,,,
6,82798248,82798749,chr6-82798248-82798749,Stable,Closing,Closing,23,Pole4,-179256,,,,,,
5,13922176,13922677,chr5-13922176-13922677,Stable,Closing,Closing,23,Sema3e,102599,,,,,,
18,67295251,67295752,chr18-67295251-67295752,Stable,Closing,Closing,23,Tubb6,94965,,,,,,
8,61500906,61501407,chr8-61500906-61501407,Stable,Closing,Closing,23,Palld,10026,,,,,,
6,42581492,42581993,chr6-42581492-42581993,Stable,Closing,Closing,23,Zyx,-231862,,,,,,
11,49083223,49083724,chr11-49083223-49083724,Stable,Closing,Closing,23,Irgm1,-221255,,,,,,
9,56232399,56232900,chr9-56232399-56232900,Stable,Closing,Closing,23,Peak1,-31273,,,,,,
9,46110669,46111170,chr9-46110669-46111170,Stable,Closing,Closing,23,Tagln,-181050,,,,,,
17,46277713,46278214,chr17-46277713-46278214,Stable,Closing,Closing,23,Tjap1,-19862,,,,,,
5,38060453,38060954,chr5-38060453-38060954,Stable,Closing,Closing,23,Tmem128,199231,,,,,,
11,40713781,40714282,chr11-40713781-40714282,Stable,Closing,Closing,23,Ccng1,34270,,,,,,
3,137323779,137324694,chr3-137323779-137324694,Stable,Closing,Closing,23,Emcn,16373,,,,,,
6,58828534,58829035,chr6-58828534-58829035,Stable,Closing,Closing,23,Abcg2,-244011,,,,,,
18,66098836,66099337,chr18-66098836-66099337,Stable,Closing,Closing,23,Lman1,-118098,,,,,,
6,34691534,34692035,chr6-34691534-34692035,Stable,Closing,Closing,23,Cald1,-93034,,,,,,
9,36848648,36849149,chr9-36848648-36849149,Stable,Closing,Closing,23,Stt3a,-119304,,,,,,
3,117819415,117819916,chr3-117819415-117819916,Stable,Closing,Closing,23,Snx7,-37768,,,,,,
1,71800719,71801646,chr1-71800719-71801646,Stable,Closing,Closing,23,Fn1,-215199,,,,,,
5,96931574,96932075,chr5-96931574-96932075,Stable,Closing,Closing,23,Anxa3,-138235,,,,,,
7,89356123,89356624,chr7-89356123-89356624,Stable,Closing,Closing,23,Fzd4,47731,,,,,,
4,100344485,100344986,chr4-100344485-100344986,Stable,Closing,Closing,23,Ror1,-248694,,,,,,
16,52379093,52379594,chr16-52379093-52379594,Stable,Closing,Closing,23,Alcam,-130097,,,,,,
9,86630564,86631065,chr9-86630564-86631065,Stable,Closing,Closing,23,Me1,-49193,,,Prss35,112584,,
6,135136775,135137276,chr6-135136775-135137276,Stable,Closing,Closing,23,Emp1,225269,,,,,,
9,92486305,92486806,chr9-92486305-92486806,Stable,Closing,Closing,23,Plscr2,-210703,,,,,,
14,46240411,46240912,chr14-46240411-46240912,Stable,Closing,Closing,23,Bmp4,142608,,,,,,
9,46163279,46163780,chr9-46163279-46163780,Stable,Closing,Closing,23,Tagln,-233660,,,,,,
4,144977047,144977548,chr4-144977047-144977548,Stable,Stable,Closing,26,Dhrs3,-84220,,,,,,
10,7323245,7323746,chr10-7323245-7323746,Stable,Closing,Closing,23,Ulbp1,116616,,,,,,
8,72020252,72020753,chr8-72020252-72020753,Stable,Closing,Closing,23,Tpm4,109421,,,,,,
11,46297950,46298698,chr11-46297950-46298698,Stable,Closing,Closing,23,Adam19,-241958,,,,,,
1,194895161,194895662,chr1-194895161-194895662,Stable,Closing,Closing,23,Cr1l,201720,,,,,,
8,61651933,61652434,chr8-61651933-61652434,Stable,Closing,Closing,23,Palld,-140500,,,,,,
5,100581717,100582218,chr5-100581717-100582218,Stable,Closing,Closing,23,Sec31a,-220068,,,,,,
19,11321069,11321570,chr19-11321069-11321570,Stable,Closing,Closing,23,Ms4a4d,215231,,,,,,
2,118039402,118039903,chr2-118039402-118039903,Stable,Closing,Closing,23,Thbs1,71973,,,,,,
9,92204316,92204817,chr9-92204316-92204817,Stable,Closing,Closing,23,Plscr2,70785,,,,,,
19,47886523,47887024,chr19-47886523-47887024,Stable,Closing,Closing,23,Gsto1,-31553,,,,,,
16,57528331,57528832,chr16-57528331-57528832,Stable,Closing,Closing,23,Filip1l,-175238,,,,,,
10,121974439,121974940,chr10-121974439-121974940,Stable,Closing,Closing,23,Rxylt1,103174,,,,,,
2,121602336,121602837,chr2-121602336-121602837,Stable,Closing,Closing,23,Pdia3,-188561,,,,,,
5,14103544,14104350,chr5-14103544-14104350,Stable,Stable,Closing,26,Sema3e,-78268,,,,,,
6,149072813,149073314,chr6-149072813-149073314,Stable,Stable,Closing,26,Resf1,236100,,,,,,
17,78290921,78291422,chr17-78290921-78291422,Stable,Closing,Closing,23,Crim1,-90673,,,,,,
12,80084299,80084800,chr12-80084299-80084800,Stable,Closing,Closing,23,Actn1,82747,,,,,,
5,76064674,76065175,chr5-76064674-76065175,Stable,Closing,Closing,23,Ube2n-ps1,167437,,,,,,
13,75824861,75825362,chr13-75824861-75825362,Stable,Closing,Closing,23,Rhobtb3,44175,,,,,,
18,66188913,66189414,chr18-66188913-66189414,Stable,Closing,Closing,23,Lman1,-208175,,,,,,
6,149087207,149087708,chr6-149087207-149087708,Stable,Closing,Closing,23,Resf1,221706,,,,,,
6,91638149,91638650,chr6-91638149-91638650,Stable,Closing,Closing,23,Lsm3,-122221,,,Tmem43,-164446,,
7,89258876,89259377,chr7-89258876-89259377,Stable,Closing,Closing,23,Fzd4,144978,,,,,,
5,57874053,57874554,chr5-57874053-57874554,Stable,Closing,Closing,23,Pcdh7,-156086,,,,,,
6,129510900,129511401,chr6-129510900-129511401,Stable,Closing,Closing,23,Olr1,-25656,,,,,,
1,51265018,51265519,chr1-51265018-51265519,Stable,Closing,Closing,23,Cavin2,23607,,,,,,
17,78403187,78403688,chr17-78403187-78403688,Stable,Closing,Closing,23,Crim1,-202939,,,,,,
8,25158258,25158759,chr8-25158258-25158759,Stable,Stable,Closing,26,Adam9,-208647,,,,,,
1,51250243,51250744,chr1-51250243-51250744,Stable,Closing,Closing,23,Cavin2,38382,,,,,,
16,37680074,37680575,chr16-37680074-37680575,Stable,Closing,Closing,23,Fstl1,96298,,,,,,
9,37235919,37236420,chr9-37235919-37236420,Stable,Closing,Closing,23,Gm10177,16502,,,,,,
13,115063426,115063927,chr13-115063426-115063927,Stable,Closing,Closing,23,Itga1,-110330,,,,,,
18,65744800,65745301,chr18-65744800-65745301,Stable,Closing,Closing,23,Lman1,235437,,,,,,
10,4311248,4311749,chr10-4311248-4311749,Stable,Closing,Closing,23,Akap12,-44868,,,,,,
7,112200616,112201117,chr7-112200616-112201117,Stable,Closing,Closing,23,Mical2,24739,,,,,,
3,58366643,58367144,chr3-58366643-58367144,Stable,Closing,Closing,23,Serp1,152673,,,,,,
3,121589018,121589519,chr3-121589018-121589519,Stable,Closing,Closing,23,F3,134018,,,,,,
12,71884982,71885483,chr12-71884982-71885483,Stable,Closing,Closing,23,L3hypdh,187945,,,,,,
9,30855770,30856271,chr9-30855770-30856271,Stable,Closing,Closing,23,Adamts8,86291,,,,,,
12,73223789,73224290,chr12-73223789-73224290,Stable,Closing,Closing,23,Six4,-124180,,,,,,
17,71059160,71059661,chr17-71059160-71059661,Stable,Closing,Closing,23,Myl12a,-65504,,,,,,
7,112202173,112202674,chr7-112202173-112202674,Stable,Closing,Closing,23,Mical2,23182,,,,,,
11,46205583,46206354,chr11-46205583-46206354,Stable,Closing,Closing,23,Adam19,-149591,,,,,,
12,73308745,73309246,chr12-73308745-73309246,Stable,Closing,Closing,23,Six4,-209136,,,,,,
5,108215000,108215501,chr5-108215000-108215501,Stable,Closing,Closing,23,Tmed5,-108634,,,,,,
13,90191817,90192318,chr13-90191817-90192318,Stable,Closing,Closing,23,Tmem167,-102694,,,,,,
6,135313892,135314393,chr6-135313892-135314393,Stable,Closing,Closing,23,Emp1,48152,,,,,,
7,112304263,112304764,chr7-112304263-112304764,Stable,Closing,Closing,23,Mical2,-78407,,,,,,
5,76044001,76044502,chr5-76044001-76044502,Stable,Closing,Closing,23,Ube2n-ps1,188110,,,,,,
3,117992474,117992975,chr3-117992474-117992975,Stable,Closing,Closing,23,Snx7,-210827,,,,,,
6,129513308,129513809,chr6-129513308-129513809,Stable,Closing,Closing,23,Olr1,-28064,,,,,,
5,100587613,100588213,chr5-100587613-100588213,Stable,Closing,Closing,23,Sec31a,-225964,,,,,,
3,146010175,146010676,chr3-146010175-146010676,Stable,Closing,Closing,23,Bcl10,-87371,,,,,,
8,113914597,113915098,chr8-113914597-113915098,Stable,Closing,Closing,23,Adamts18,-217471,,,,,,
12,79993782,79994283,chr12-79993782-79994283,Stable,Stable,Closing,26,Actn1,173264,,,,,,
8,113581851,113582476,chr8-113581851-113582476,Stable,Closing,Closing,23,Adamts18,114650,,,,,,
11,47100861,47101537,chr11-47100861-47101537,Stable,Closing,Closing,23,Sgcd,-204608,,,,,,
12,16836074,16836575,chr12-16836074-16836575,Stable,Closing,Closing,23,E2f6,-25111,,,Rock2,58320,,
11,46213773,46214274,chr11-46213773-46214274,Stable,Closing,Closing,23,Adam19,-157781,,,,,,
7,116557559,116558060,chr7-116557559-116558060,Stable,Closing,Closing,23,Nucb2,-53190,,,,,,
8,113523203,113523962,chr8-113523203-113523962,Stable,Closing,Closing,23,Adamts18,173164,,,,,,
12,101798422,101798923,chr12-101798422-101798923,Stable,Closing,Closing,23,Fbln5,-51857,,,,,,
17,78086072,78086573,chr17-78086072-78086573,Stable,Closing,Closing,23,Crim1,113675,,,,,,
5,92586163,92586664,chr5-92586163-92586664,Stable,Closing,Closing,23,Stbd1,16377,,,Cxcl10,-239525,,
2,68061204,68061705,chr2-68061204-68061705,Stable,Closing,Closing,23,Stk39,148740,,,,,,
16,57450132,57450633,chr16-57450132-57450633,Stable,Closing,Closing,23,Filip1l,-97039,,,,,,
3,126292761,126293262,chr3-126292761-126293262,Stable,Closing,Closing,23,Arsj,70422,,,,,,
9,56107412,56107913,chr9-56107412-56107913,Stable,Closing,Closing,23,Peak1,93213,,,,,,
9,86672938,86673439,chr9-86672938-86673439,Stable,Closing,Closing,23,Prss35,70210,,,Me1,-91567,,
5,143518065,143518566,chr5-143518065-143518566,Stable,Closing,Closing,23,Kdelr2,-114227,,,,,,
6,129507002,129507503,chr6-129507002-129507503,Stable,Closing,Closing,23,Olr1,-21758,,,,,,
15,12084124,12084625,chr15-12084124-12084625,Stable,Closing,Closing,23,Npr3,-244228,,,,,,
2,120102780,120103281,chr2-120102780-120103281,Stable,Closing,Closing,23,Ehd4,-13605,,,,,,
2,143903434,143903935,chr2-143903434-143903935,Stable,Closing,Closing,23,Dstn,11385,,,,,,
6,129313401,129313902,chr6-129313401-129313902,Stable,Closing,Closing,23,Olr1,171342,,,,,,
9,21496735,21497236,chr9-21496735-21497236,Stable,Closing,Closing,23,Ldlr,226247,,,,,,
6,135141290,135141791,chr6-135141290-135141791,Stable,Closing,Closing,23,Emp1,220754,,,,,,
4,3789531,3790032,chr4-3789531-3790032,Stable,Closing,Closing,23,Lyn,-111416,,,,,,
7,67968342,67968843,chr7-67968342-67968843,Stable,Closing,Closing,23,Synm,-238182,,,,,,
12,54859541,54860042,chr12-54859541-54860042,Stable,Closing,Closing,23,Cfl2,-732,,,,,,
9,109721712,109722213,chr9-109721712-109722213,Stable,Closing,Closing,23,Fbxw18,-44978,,,,,,
5,38446316,38446817,chr5-38446316-38446817,Stable,Closing,Closing,23,Tmem128,-186131,,,,,,
11,82019330,82019831,chr11-82019330-82019831,Stable,Closing,Closing,23,Ccl2,15740,,,,,,
3,117773537,117774038,chr3-117773537-117774038,Stable,Closing,Closing,23,Snx7,7609,,,,,,
18,66156873,66157374,chr18-66156873-66157374,Stable,Closing,Closing,23,Lman1,-176135,,,,,,
6,142220104,142220677,chr6-142220104-142220677,Stable,Closing,Closing,23,Golt1b,166544,,,,,,
4,100045407,100045908,chr4-100045407-100045908,Stable,Closing,Closing,23,Ror1,49883,,,,,,
9,92282641,92283142,chr9-92282641-92283142,Stable,Stable,Closing,26,Plscr2,-7039,,,,,,
5,57822893,57823394,chr5-57822893-57823394,Stable,Closing,Closing,23,Pcdh7,-104926,,,,,,
14,46158808,46159309,chr14-46158808-46159309,Stable,Stable,Closing,26,Bmp4,224211,,,,,,
17,42309607,42310605,chr17-42309607-42310605,Stable,Closing,Closing,23,Ptchd4,5342,,,,,,
10,4132620,4133121,chr10-4132620-4133121,Stable,Closing,Closing,23,Akap12,133259,,,,,,
18,66140311,66140812,chr18-66140311-66140812,Stable,Closing,Closing,23,Lman1,-159573,,,,,,
8,61397093,61397594,chr8-61397093-61397594,Stable,Closing,Closing,23,Palld,113839,,,,,,
2,3371421,3371922,chr2-3371421-3371922,Stable,Stable,Closing,26,Fam107b,198566,,,,,,
6,82455392,82455893,chr6-82455392-82455893,Stable,Stable,Closing,26,Pole4,163099,,,,,,
8,24975173,24975674,chr8-24975173-24975674,Stable,Closing,Closing,23,Adam9,-25562,,,,,,
16,52405242,52405743,chr16-52405242-52405743,Stable,Closing,Closing,23,Alcam,-156246,,,,,,
10,120461615,120462116,chr10-120461615-120462116,Stable,Closing,Closing,23,Llph,-234545,,,,,,
9,92045429,92045930,chr9-92045429-92045930,Stable,Stable,Closing,26,Plscr2,229672,,,,,,
7,116349476,116349977,chr7-116349476-116349977,Stable,Closing,Closing,23,Nucb2,154392,,,,,,
13,90234896,90235397,chr13-90234896-90235397,Stable,Closing,Closing,23,Tmem167,-145773,,,,,,
14,46408318,46408819,chr14-46408318-46408819,Stable,Stable,Closing,26,Bmp4,-24798,,,,,,
17,71124406,71124907,chr17-71124406-71124907,Stable,Closing,Closing,23,Myl12a,-130750,,,,,,
1,51265849,51266350,chr1-51265849-51266350,Stable,Closing,Closing,23,Cavin2,22776,,,,,,
13,32939143,32939644,chr13-32939143-32939644,Stable,Closing,Closing,23,Serpinb9b,87772,,,,,,
16,57514196,57514697,chr16-57514196-57514697,Stable,Closing,Closing,23,Filip1l,-161103,,,,,,
9,30997147,30997648,chr9-30997147-30997648,Stable,Closing,Closing,23,Adamts8,-54585,,,,,,
10,84212318,84212819,chr10-84212318-84212819,Stable,Closing,Closing,23,Nuak1,158086,,,,,,
19,40417459,40417960,chr19-40417459-40417960,Stable,Closing,Closing,23,Pdlim1,-196286,,,,,,
1,51288778,51289279,chr1-51288778-51289279,Stable,Closing,Closing,23,Cavin2,0,,,,,,
2,3766054,3766555,chr2-3766054-3766555,Stable,Closing,Closing,23,Fam107b,-195566,,,,,,
9,123161823,123162324,chr9-123161823-123162324,Stable,Closing,Closing,23,Kif15,-210777,,,,,,
3,121635410,121635911,chr3-121635410-121635911,Stable,Stable,Closing,26,F3,87626,,,,,,
13,33028502,33029003,chr13-33028502-33029003,Stable,Closing,Closing,23,Serpinb9b,-1086,,,,,,
5,7932674,7933175,chr5-7932674-7933175,Stable,Closing,Closing,23,Sri,112903,,,,,,
8,113723908,113724409,chr8-113723908-113724409,Stable,Closing,Closing,23,Adamts18,-26782,,,,,,
12,73012566,73013067,chr12-73012566-73013067,Stable,Closing,Closing,23,Six4,86542,,,,,,
10,84171332,84171833,chr10-84171332-84171833,Stable,Closing,Closing,23,Nuak1,199072,,,,,,
10,120273216,120273717,chr10-120273216-120273717,Stable,Stable,Closing,26,Llph,-46146,,,,,,
13,32860795,32861296,chr13-32860795-32861296,Stable,Closing,Closing,23,Serpinb9b,166120,,,,,,
5,143588971,143589472,chr5-143588971-143589472,Stable,Closing,Closing,23,Kdelr2,-185133,,,,,,
3,121662801,121663302,chr3-121662801-121663302,Stable,Closing,Closing,23,F3,60235,,,,,,
6,82753045,82753546,chr6-82753045-82753546,Stable,Closing,Closing,23,Pole4,-134053,,,,,,
5,100604002,100604503,chr5-100604002-100604503,Stable,Closing,Closing,23,Sec31a,-242353,,,,,,
11,82078190,82078691,chr11-82078190-82078691,Stable,Closing,Closing,23,Ccl2,-42619,,,,,,
5,57768600,57769281,chr5-57768600-57769281,Stable,Closing,Closing,23,Pcdh7,-50633,,,,,,
1,45182739,45183240,chr1-45182739-45183240,Stable,Stable,Closing,26,Col5a2,191081,,,,,,
11,48898799,48899300,chr11-48898799-48899300,Stable,Closing,Closing,23,Irgm1,-36831,,,,,,
9,67101842,67102343,chr9-67101842-67102343,Stable,Closing,Closing,23,Rps27l,-155756,,,,,,
12,101830706,101831207,chr12-101830706-101831207,Stable,Closing,Closing,23,Fbln5,-84141,,,,,,
6,34354265,34354766,chr6-34354265-34354766,Stable,Closing,Closing,23,Cald1,243734,,,,,,
7,114202995,114203496,chr7-114202995-114203496,Stable,Closing,Closing,23,Rras2,-156213,,,,,,
16,57502043,57502544,chr16-57502043-57502544,Stable,Closing,Closing,23,Filip1l,-148950,,,,,,
13,90141689,90142687,chr13-90141689-90142687,Stable,Closing,Closing,23,Tmem167,-52566,,,,,,
11,45866538,45867039,chr11-45866538-45867039,Stable,Closing,Closing,23,Adam19,188953,,,,,,
4,3858741,3859242,chr4-3858741-3859242,Stable,Closing,Closing,23,Lyn,-180626,,,,,,
