Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
12,112876262,112876763,chr12-112876262-112876763,Stable,Stable,Opening,25,Clba1,-67325,,,,,,
15,57906605,57907106,chr15-57906605-57907106,Stable,Stable,Opening,25,Zhx2,-211940,,,,,,
8,25805996,25806497,chr8-25805996-25806497,Stable,Stable,Opening,25,Plpp5,-85959,,,,,,
16,95769590,95770091,chr16-95769590-95770091,Stable,Stable,Opening,25,Ets2,-67515,,,,,,
12,104978275,104978966,chr12-104978275-104978966,Stable,Stable,Opening,25,Syne3,-48342,,,,,,
12,112578636,112579137,chr12-112578636-112579137,Stable,Stable,Opening,25,Clba1,229800,,,,,,
1,91490312,91490813,chr1-91490312-91490813,Stable,Stable,Opening,25,Per2,-74330,,,,,,
3,146620505,146621109,chr3-146620505-146621109,Stable,Opening,Opening,19,Ctbs,-170710,,,,,,
11,117062750,117063484,chr11-117062750-117063484,Stable,Stable,Opening,25,Mfsd11,-210310,,,,,,
2,32629360,32629861,chr2-32629360-32629861,Stable,Stable,Opening,25,Cfap157,147520,,,,,,
1,155214985,155215638,chr1-155214985-155215638,Stable,Stable,Opening,25,Xpr1,60063,,,,,,
7,142084696,142085197,chr7-142084696-142085197,Stable,Stable,Opening,25,Ifitm10,240640,,,,,,
3,90537109,90537736,chr3-90537109-90537736,Stable,Stable,Opening,25,S100a16,0,,,,,,
18,12320715,12321216,chr18-12320715-12321216,Stable,Stable,Opening,25,Ankrd29,-68353,,,,,,
2,168549277,168549778,chr2-168549277-168549778,Stable,Stable,Opening,25,Atp9a,84660,,,,,,
7,143013648,143014149,chr7-143013648-143014149,Stable,Stable,Opening,25,Cd81,38590,,,,,,
1,133978457,133978958,chr1-133978457-133978958,Stable,Stable,Opening,25,Prelp,-68153,,,Adora1,220265,,
1,66168738,66169239,chr1-66168738-66169239,Stable,Opening,Opening,19,Gm8812,-105773,,,,,,
14,101784461,101784962,chr14-101784461-101784962,Stable,Stable,Opening,25,Lmo7,-54504,,,,,,
7,78103449,78104321,chr7-78103449-78104321,Stable,Stable,Opening,25,Ntrk3,71638,,,,,,
3,103593483,103594123,chr3-103593483-103594123,Stable,Stable,Opening,25,Hipk1,145692,,,,,,
2,155540752,155541253,chr2-155540752-155541253,Stable,Stable,Opening,25,Trp53inp2,-159693,,,,,,
5,147794722,147795348,chr5-147794722-147795348,Stable,Stable,Opening,25,Flt1,-233118,,,,,,
7,64021539,64022040,chr7-64021539-64022040,Stable,Stable,Opening,25,Klf13,-135188,,,,,,
2,127722361,127722862,chr2-127722361-127722862,Stable,Stable,Opening,25,Mtln,68526,,,,,,
7,63753413,63753914,chr7-63753413-63753914,Stable,Stable,Opening,25,Klf13,132437,,,,,,
17,12051031,12051532,chr17-12051031-12051532,Opening,Stable,Opening,7,Agpat4,67172,,,,,,
18,73696442,73697227,chr18-73696442-73697227,Stable,Stable,Opening,25,Mapk4,231259,,,,,,
1,135169677,135170178,chr1-135169677-135170178,Stable,Stable,Opening,25,Arl8a,-22853,,,Shisa4,200879,,
1,58859790,58860291,chr1-58859790-58860291,Stable,Stable,Opening,25,Trak2,40158,,,,,,
11,22631654,22632806,chr11-22631654-22632806,Stable,Stable,Opening,25,Gm28048,201938,,,,,,
6,97848124,97848625,chr6-97848124-97848625,Stable,Stable,Opening,25,Mitf,-41072,,,,,,
5,124509799,124510300,chr5-124509799-124510300,Opening,Stable,Opening,7,Dnah10,214785,,,,,,
7,82386814,82387502,chr7-82386814-82387502,Stable,Stable,Opening,25,Adamtsl3,-51120,,,,,,
2,163798274,163798775,chr2-163798274-163798775,Stable,Stable,Opening,25,Ccn5,22086,,,Serinc3,-175002,,
14,63460702,63461203,chr14-63460702-63461203,Stable,Stable,Opening,25,Fam167a,-24308,,,,,,
5,66781594,66782095,chr5-66781594-66782095,Stable,Stable,Opening,25,Limch1,-35767,,,,,,
4,149820493,149820994,chr4-149820493-149820994,Stable,Stable,Opening,25,Slc25a33,-76457,,,Clstn1,-234025,,
1,75040376,75040877,chr1-75040376-75040877,Stable,Stable,Opening,25,Atg9a,139983,,,,,,
15,81927733,81928614,chr15-81927733-81928614,Stable,Stable,Opening,25,Tob2,-79461,,,,,,
14,25708376,25708877,chr14-25708376-25708877,Stable,Stable,Opening,25,Anxa11,133279,,,,,,
1,133953261,133953762,chr1-133953261-133953762,Stable,Stable,Opening,25,Prelp,-42957,,,Adora1,245461,,
10,84401124,84401625,chr10-84401124-84401625,Stable,Stable,Opening,25,Tcp11l2,175001,,,,,,
9,46061632,46062133,chr9-46061632-46062133,Stable,Stable,Opening,25,Sidt2,-123775,,,,,,
1,91216559,91217302,chr1-91216559-91217302,Stable,Stable,Opening,25,Per2,198680,,,,,,
7,27231722,27232223,chr7-27231722-27232223,Stable,Stable,Opening,25,Coq8b,800,,,Mia,-51980,,
1,161734852,161735353,chr1-161734852-161735353,Stable,Opening,Opening,19,Pigc,233833,,,,,,
11,61564160,61565080,chr11-61564160-61565080,Stable,Stable,Opening,25,Epn2,-46911,,,,,,
6,112568238,112568739,chr6-112568238-112568739,Stable,Stable,Opening,25,Oxtr,-94555,,,,,,
1,133685677,133686178,chr1-133685677-133686178,Opening,Stable,Opening,7,Prelp,224126,,,,,,
7,89560876,89561377,chr7-89560876-89561377,Stable,Stable,Opening,25,Prss23,-53093,,,,,,
8,11387199,11387700,chr8-11387199-11387700,Stable,Stable,Opening,25,Rab20,65818,,,,,,
4,43398617,43399118,chr4-43398617-43399118,Stable,Stable,Opening,25,Creb3,163214,,,,,,
11,118430092,118430743,chr11-118430092-118430743,Stable,Stable,Opening,25,Cant1,-23803,,,Timp2,-129023,,
8,105768361,105768862,chr8-105768361-105768862,Stable,Stable,Opening,25,Slc12a4,174728,,,,,,
4,62496802,62497303,chr4-62496802-62497303,Stable,Stable,Opening,25,Slc31a2,-234240,,,,,,
8,105387092,105387593,chr8-105387092-105387593,Stable,Stable,Opening,25,Tmem208,-60738,,,,,,
6,48579162,48579663,chr6-48579162-48579663,Stable,Stable,Opening,25,Zfp862-ps,-74825,,,,,,
11,62943515,62944016,chr11-62943515-62944016,Stable,Stable,Opening,25,Pmp22,184966,,,,,,
17,26592419,26592920,chr17-26592419-26592920,Stable,Stable,Opening,25,Atp6v0e,70311,,,Crebrf,122730,,
6,71980038,71980539,chr6-71980038-71980539,Stable,Stable,Opening,25,St3gal5,117053,,,,,,
10,75898846,75899347,chr10-75898846-75899347,Stable,Stable,Opening,25,Chchd10,33783,,,Gm867,38376,,
15,11095525,11096026,chr15-11095525-11096026,Stable,Stable,Opening,25,Adamts12,-30735,,,,,,
11,118438783,118439284,chr11-118438783-118439284,Stable,Stable,Opening,25,Cant1,-32494,,,Timp2,-137714,,
19,23863918,23864419,chr19-23863918-23864419,Stable,Stable,Opening,25,Apba1,-105031,,,,,,
16,30513592,30514093,chr16-30513592-30514093,Stable,Stable,Opening,25,Atp13a3,-201169,,,,,,
15,25932928,25933429,chr15-25932928-25933429,Stable,Stable,Opening,25,Retreg1,-89748,,,,,,
4,134495152,134495653,chr4-134495152-134495653,Stable,Stable,Opening,25,Extl1,-138780,,,,,,
10,76931044,76931545,chr10-76931044-76931545,Stable,Stable,Opening,25,Col18a1,120633,,,,,,
15,81920663,81921279,chr15-81920663-81921279,Stable,Stable,Opening,25,Tob2,-72391,,,,,,
8,95154596,95155097,chr8-95154596-95155097,Stable,Stable,Opening,25,Drc7,-99493,,,,,,
7,109559419,109559920,chr7-109559419-109559920,Stable,Stable,Opening,25,St5,-35508,,,Tmem9b,175914,,
6,97446913,97447414,chr6-97446913-97447414,Stable,Stable,Opening,25,Arl6ip5,-236224,,,,,,
15,97812099,97812600,chr15-97812099-97812600,Stable,Stable,Opening,25,Vdr,41825,,,,,,
13,90797195,90797696,chr13-90797195-90797696,Stable,Opening,Opening,19,Atg10,137660,,,,,,
5,129527052,129527553,chr5-129527052-129527553,Stable,Stable,Opening,25,Mmp17,56616,,,,,,
6,84181343,84181844,chr6-84181343-84181844,Stable,Stable,Opening,25,Dysf,-172753,,,,,,
6,136769251,136769958,chr6-136769251-136769958,Stable,Stable,Opening,25,Mgp,102477,,,,,,
18,59351346,59352500,chr18-59351346-59352500,Stable,Stable,Opening,25,Chsy3,-175945,,,,,,
6,91598941,91599442,chr6-91598941-91599442,Stable,Stable,Opening,25,Slc6a6,84611,,,,,,
17,34964700,34965201,chr17-34964700-34965201,Stable,Stable,Opening,25,C4b,-236320,,,,,,
12,76264402,76264903,chr12-76264402-76264903,Stable,Stable,Opening,25,Hspa2,139273,,,,,,
3,60861941,60862442,chr3-60861941-60862442,Stable,Stable,Opening,25,P2ry1,140353,,,,,,
9,48607413,48607914,chr9-48607413-48607914,Stable,Stable,Opening,25,Zbtb16,46383,,,,,,
12,112797700,112798201,chr12-112797700-112798201,Stable,Stable,Opening,25,Clba1,10736,,,,,,
12,102416305,102416806,chr12-102416305-102416806,Stable,Stable,Opening,25,Lgmn,-22221,,,,,,
16,10575931,10576432,chr16-10575931-10576432,Stable,Stable,Opening,25,Clec16a,-30592,,,,,,
3,19848292,19848793,chr3-19848292-19848793,Stable,Stable,Opening,25,Cp,108261,,,,,,
17,34640813,34641314,chr17-34640813-34641314,Stable,Stable,Opening,25,C4b,87066,,,,,,
2,163820368,163821024,chr2-163820368-163821024,Stable,Stable,Opening,25,Ccn5,0,,,Serinc3,-197096,,
7,126628057,126628558,chr7-126628057-126628558,Stable,Stable,Opening,25,Ypel3,148397,,,Aldoa,166676,,
11,51940457,51940958,chr11-51940457-51940958,Stable,Stable,Opening,25,Jade2,-127002,,,,,,
