Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
16,92777851,92778608,chr16-92777851-92778608,Stable,Stable,Opening,25,Runx1,-176385,,,,,,
4,149820493,149820994,chr4-149820493-149820994,Stable,Stable,Opening,25,Spsb1,75289,,,,,,
4,155129947,155130448,chr4-155129947-155130448,Stable,Stable,Opening,25,Morn1,-43370,,,,,,
7,99304803,99305304,chr7-99304803-99305304,Stable,Stable,Opening,25,Map6,-37356,,,,,,
12,8364245,8364926,chr12-8364245-8364926,Stable,Stable,Opening,25,Rhob,132735,,,,,,
10,86100212,86100988,chr10-86100212-86100988,Stable,Stable,Opening,25,Timp3,199384,,,,,,
1,106883648,106884149,chr1-106883648-106884149,Stable,Stable,Opening,25,Kdsr,-163189,,,,,,
12,16853549,16854050,chr12-16853549-16854050,Stable,Stable,Opening,25,Ntsr2,-200167,,,,,,
1,133953261,133953762,chr1-133953261-133953762,Stable,Stable,Opening,25,Chil1,228414,,,,,,
12,24734785,24735286,chr12-24734785-24735286,Stable,Stable,Opening,25,Mboat2,95593,,,,,,
2,11530209,11530710,chr2-11530209-11530710,Stable,Stable,Opening,25,Pfkfb3,-58776,,,,,,
7,16207451,16207952,chr7-16207451-16207952,Stable,Stable,Opening,25,Npas1,247769,,,,,,
18,35299617,35300118,chr18-35299617-35300118,Stable,Stable,Opening,25,Sil1,-33221,,,,,,
9,90060411,90060912,chr9-90060411-90060912,Stable,Stable,Opening,25,Rasgrf1,-150503,,,,,,
10,80940589,80941090,chr10-80940589-80941090,Stable,Stable,Opening,25,Zbtb7a,194130,,,,,,
1,170480970,170481642,chr1-170480970-170481642,Stable,Stable,Opening,25,Atf6,223032,,,,,,
10,78238883,78239384,chr10-78238883-78239384,Stable,Stable,Opening,25,Pdxk,197360,,,,,,
8,105387092,105387593,chr8-105387092-105387593,Stable,Stable,Opening,25,Tppp3,79900,,,,,,
10,75898846,75899347,chr10-75898846-75899347,Stable,Stable,Opening,25,Chchd10,33783,,,,,,
9,96783255,96783756,chr9-96783255-96783756,Stable,Stable,Opening,25,Zbtb38,-100485,,,,,,
15,11095525,11096026,chr15-11095525-11096026,Stable,Stable,Opening,25,C1qtnf3,-143193,,,,,,
18,68052827,68053328,chr18-68052827-68053328,Stable,Stable,Opening,25,Ldlrad4,-119570,,,,,,
11,31551132,31551633,chr11-31551132-31551633,Stable,Stable,Opening,25,Stc2,-193825,,,,,,
5,112367826,112368327,chr5-112367826-112368327,Stable,Stable,Opening,25,Tpst2,-91135,,,,,,
5,129527052,129527553,chr5-129527052-129527553,Stable,Stable,Opening,25,Mrps17,187944,,,,,,
8,26943445,26943946,chr8-26943445-26943946,Stable,Stable,Opening,25,Zfp703,33379,,,,,,
15,86169512,86170156,chr15-86169512-86170156,Stable,Stable,Opening,25,Cerk,-30384,,,,,,
18,67577588,67578089,chr18-67577588-67578089,Stable,Stable,Opening,25,Spire1,-89379,,,,,,
15,66871668,66872169,chr15-66871668-66872169,Stable,Stable,Opening,25,Ndrg1,57149,,,,,,
14,78363014,78363515,chr14-78363014-78363515,Stable,Stable,Opening,25,Tnfsf11,-85569,,,,,,
7,126628057,126628558,chr7-126628057-126628558,Stable,Stable,Opening,25,Nupr1,-4808,,,Apobr,-43115,,
10,77380939,77381643,chr10-77380939-77381643,Stable,Stable,Opening,25,Pttg1ip,200077,,,,,,
1,170664608,170665109,chr1-170664608-170665109,Stable,Stable,Opening,25,Atf6,39565,,,,,,
18,36411362,36411863,chr18-36411362-36411863,Stable,Stable,Opening,25,Hbegf,93064,,,Igip,-112683,Pura,-130265
15,98295648,98296149,chr15-98295648-98296149,Stable,Stable,Opening,25,Ccdc184,-128490,,,,,,
1,160100938,160101439,chr1-160100938-160101439,Stable,Stable,Opening,25,Tnn,-15909,,,4930523C07Rik,-56556,,
8,122173962,122174463,chr8-122173962-122174463,Stable,Stable,Opening,25,Zfp469,84157,,,,,,
17,35903543,35904044,chr17-35903543-35904044,Opening,Stable,Opening,7,H2-T23,125729,,,,,,
6,125455768,125456269,chr6-125455768-125456269,Stable,Stable,Opening,25,Cd9,3997,,,,,,
7,88468451,88468952,chr7-88468451-88468952,Stable,Stable,Opening,25,Rab38,-38178,,,,,,
7,19316447,19317272,chr7-19316447-19317272,Stable,Stable,Opening,25,Ppp1r13l,42477,,,,,,
10,86880139,86880808,chr10-86880139-86880808,Stable,Stable,Opening,25,Nt5dc3,-101134,,,,,,
16,49923535,49924036,chr16-49923535-49924036,Stable,Stable,Opening,25,Cd47,-123002,,,,,,
16,22389006,22389507,chr16-22389006-22389507,Stable,Stable,Opening,25,Dgkg,78954,,,,,,
3,57527127,57527628,chr3-57527127-57527628,Stable,Stable,Opening,25,Wwtr1,-71478,,,Rnf13,208434,,
2,112373103,112373604,chr2-112373103-112373604,Stable,Opening,Opening,19,Emc7,81393,,,,,,
2,131821522,131822023,chr2-131821522-131822023,Stable,Stable,Opening,25,Prnp,87905,,,,,,
1,105117902,105118403,chr1-105117902-105118403,Stable,Stable,Opening,25,Gm29013,126022,,,,,,
8,105372524,105373153,chr8-105372524-105373153,Stable,Stable,Opening,25,Tppp3,94340,,,,,,
14,78482773,78483274,chr14-78482773-78483274,Stable,Stable,Opening,25,Tnfsf11,-205328,,,,,,
15,97938565,97939066,chr15-97938565-97939066,Stable,Stable,Opening,25,Ccdc184,228092,,,,,,
14,70056896,70057397,chr14-70056896-70057397,Stable,Stable,Opening,25,Slc39a14,246072,,,,,,
7,34806301,34806802,chr7-34806301-34806802,Stable,Stable,Opening,25,Cebpg,239620,,,,,,
3,126723043,126723544,chr3-126723043-126723544,Stable,Opening,Opening,19,Camk2d,-126741,,,,,,
9,88273921,88274422,chr9-88273921-88274422,Stable,Stable,Opening,25,Nt5e,52775,,,,,,
3,90604349,90604850,chr3-90604349-90604850,Stable,Stable,Opening,25,S100a1,-93315,,,,,,
19,8702362,8702863,chr19-8702362-8702863,Stable,Stable,Opening,25,Slc3a2,4019,,,,,,
9,78741919,78742420,chr9-78741919-78742420,Stable,Opening,Opening,19,Cd109,-126373,,,,,,
2,173168311,173168812,chr2-173168311-173168812,Stable,Opening,Opening,19,Pmepa1,55646,,,,,,
4,127371447,127371948,chr4-127371447-127371948,Opening,Stable,Opening,7,Gjb3,-46212,,,Gja4,-60026,,
6,72371097,72371598,chr6-72371097-72371598,Stable,Stable,Opening,25,Vamp5,-2303,,,Tgoln1,236834,,
2,27326406,27326907,chr2-27326406-27326907,Stable,Stable,Opening,25,Adamtsl2,-247027,,,,,,
14,27123441,27123942,chr14-27123441-27123942,Stable,Stable,Opening,25,Arhgef3,-8542,,,,,,
8,114673356,114673857,chr8-114673356-114673857,Stable,Stable,Opening,25,Wwox,-233701,,,,,,
